BLOCK_NUMBER,ETH_FROM_ADDRESS,AMOUNT,TX_HASH
17396143,0x00450cf9b77bef570cd08a57f10661e50cc22619,0.004505759248,0xae4e8dec74c0fbed1a52282deb99b396186d93e8d15f2d6b4fa9e4bbc2d41ee6
17395390,0x81ee7bc0e854d556fab4d633787e49b30513ff40,0.25,0x7bf48d45465ebb7850299d2a64848a79535e5a2fc92b2ff677a5d6b3776c06c4
17395648,0x459f71ab4ca0039bc8563b5ab2890c548269ba5a,0.05,0x80e1dfaa4a9b228f025100d2be8af9ce31c4ebbb13c7206c4d7cac911dcdf71a
17395027,0x238a2412e078d315ee75287c1951a5a4d9d1a0ed,1.333,0x86892166abf51a2e8005fb13b63c8b70930e958613ed8598795fe95f20f71019
17397294,0xf6d1e7a7588f7ed9f2f9e598560e1b8f4381be40,0.05,0x198948778b44650288d287766676aa06f7215477884960359e79736cce811adf
17397008,0x58310d35a6c657452f2e97c4eace755a12a0f275,0.01,0x936f3a6cc2cb9581ca5cee0d94e4cf112c480c5288ab4636d59b32ff19154e35
17397283,0x071285aec61b4fe8d3ca50d176ff969fa1121949,0.001529556247,0xa1828053b30f702f4fafb4915c4383b54225d54ec7ddfc391a9e4dfeef4b896e
17397148,0x444113187164527ec0fc6c541f6a248acdce9dd8,0.015,0x8a196d55e293678dc5c087c915d9a315e3b03b8064cfd4e878502b8e92bbbc0e
17396699,0xd348bb57275b9a4cf82ba2f9abbfebc5ba92b224,0.02,0x75ee87349e26bef37749aa3235ff0915012cb8c58994d15e002e81fba51a9802
17396558,0x860e4cc50063320cd88419d21ff53fd9f4d1568b,2,0xf560cb4597c3dc7662e2dc75a341bc414e224a11aacc4db20d470ed33bee16cc
17396744,0x00450cf9b77bef570cd08a57f10661e50cc22619,0.3765756233,0x7c738edaed65fc059d467eddc17828414b1843785e4ea04e8df480a30483f5c9
17397480,0xedd83d602b716b45488be447890edd6ab7537091,0.05924962168,0xdbb80e84ef7108cea58db3cfeda432ad8a3f719d18662175ed793213a3f54d60
17397261,0x357ce715bbcbc3a3b3b7e53f0acb71bf0251e902,0.00139035,0xfcf05d7557e97b9c5f96b1b63bdca4551457866b99661130251d234a2f41bb6a
17397257,0x1d3e6f28865d5ec4ed6d13f1e9e8c82c26547da1,0.00139035,0x92c04533b60438e3105e2b0f62fc238f626f4777ba93d05f4fa5270f7cf18e37
17397483,0x1cfc34546220f68ba08665048629b2842adfdfff,0.8327806846,0xc260b8a0abfc5d20a0d89a291f4224e09e7339394ce07052a800d061f561c827
17397422,0x50d87cd28c2196ed4422138445885fc9a49a8b22,0.05,0xad50757a6d948f658e317dbd661e9ef644685337c09d6578ef243c888a14a63e
17397456,0xe6fedb8479e6769163ecbc2e5e491e63ddc51cf5,1,0x15abeab8590276d952749e5a921ee4af1472fde12fd8f8f548499837d1aeb8d1
17397277,0x225359258053d3f5dd69621680748182feee2146,0.00530215,0x7ab377c28a0681a3537ac0c4c4ac245bd77be9160ac6c7ce5ced3d7cfeedffd7
17397187,0xfc8f3ff3398f45f2f57716f0bf889c856022d53e,0.1878,0x2dc850f698bc7551fe55d780ee11fc3e1082107b37e5a14876a39b6538683ba0
17397344,0x5de3798b831bdf990806c65339e9895f9d066c26,0.055,0xdd4a562ebc66c48bf471c744232caf15683635e3bc20dfa11814386a21603c63
17396963,0xf6dda275b88b2552d29197147f53081c6a645efb,0.15,0xdd059c07e6415514aa28b665bdffa3de82eb5f730e97350b5ea4eb5ff5c31657
17397091,0xb534109ce2ee17e9c92503b229403fbe857ea9a9,0.1,0x65804422639714945005f78e0fbf59e35bb4f3f49e989dfdbd1d8b193b022063
17397173,0x61fc18524b3d6c0560f3c71efc319cee72f6f428,0.0579,0xaf529952c5e3f412296e193ce30792fab89d59830a5c797b3045a5558134af49
17396922,0x9760fb2882cdd600c8b90c1bec88394afa08ffff,0.1956246307,0x44272bc25502eb9286e68b1cfe59b39fda8666c1643b7202bca58bab41cb6485
17397278,0x8c4adb8a8d76bea3fe910d03634fbd7a46e46c37,0.0051919,0xe71c7a2f969bfe88bb13debc6210ee8b70bde6008f934a1152fd4cb3effa356a
17397286,0x488cd0b50586defc5fd2ffafb1d582ba7433e1dd,0.0034124,0x6cfd1552a0f84103775f4556805b4d46248b3e9b5fa9a91fb7e59f99c89fb44d
17396722,0xe15502b8763ea0338dd1c1407a9a8902bebaee00,0.8975176983,0x75e1123f82b5bf2a5024db10832bf9fca2dca91a04fdcf45a7b3d6f26beccf5d
17396720,0xef735cc23b530e81e347d6026828771697eedd3f,1,0xccf6a0efc309b7d9d7be7c87286a33c25118dea21c47a35c7274e5fc60953b15
17397114,0x8da94f299c7626e59f28e020b5747f9ed67627df,0.03,0x8dc160571aa6cbd220b3ddf9463a60aaea49d8c1d9977646fafd792b5359c986
17368094,0xeae62e5a5a69ab32ae4bc2ccbaa57d180d7a0da6,0.01848648506,0x78995137e3b0754ff64deccc8f8fef48d17c8b8f963ff86716b621a2355674c0
17372872,0xcd098c491c07118ab0ddf6a26042c516eb3cc13b,0.03396,0x91886d7c0148fdd9c578d98f931aa03e25ab3fc0d0d335767e59beffcf3be387
17370336,0xcaa6077fa3ca5d75a4f3391270d7836b3bbd1026,0.2,0xec49380eab28fd110394ca4dcfbe71317b9288658e632219960a87c0fd652523
17373421,0x79d72ef9cfeda5db9012deae5f0e8a165028a4d9,0.03,0xa5ea6720f349a90e0ac6232806dad42a89cd49168988b93d30e15348bb042699
17372881,0xd220e1491409604c57d7d83b74ccf57e13442bc4,0.1,0x2c3ca2be9419d61ac1cc6d3dafaff1e3df4b294c6ff5764d008df3a3ae93d79e
17369232,0x16aa87e1ddcd8cea8e5369f76e2d33e470f0b7b8,0.05,0x85c43ed37b11e8e76398b1db563eef02fc4d1657f9327cb9f6a3880a8df78f8e
17368896,0x25d29ec2e2403351ddc1244088e41fcc7e3285cf,0.25,0x6cd6b4da4298e6f5889bc5aa62df452a0539a8475c9fda94453fc1d22488396a
17372139,0xef302be18b8fef3ba1257a6189c821611fb8faf9,0.1,0x2ef891a0b7564e5c9fa7f5d4cab1e5f6d3b6fe8aa8ce561b5c8848b62e8cba4f
17373036,0x2ecd84825bc22013e93e31b5f5c67b957df53e46,0.016,0xca4f68a36eb3786c3ee833c3e325991783a0edb988935a6a24cbe3a221e15e04
17371771,0x2f18811a2b6f6059face0ad4f3b2d3d48f7ffadf,0.01,0xc2bb60c16959cba4e81d5dbe8494b8a70e6274ce525ed891076e2feb9a4f40f8
17368457,0xefd1e68b3e6ef0baee48cc87a89308a6c9c79e7b,0.034,0xaae294e4ff35a9dbaf30d3dce84eb1fcd620a41e7a00643111977d608de9a322
17371617,0xf1793991a9b815714012fdc4ec43aa57190b79f4,0.01304454451,0x1668b946e6f2bee9fa6a72cbd042e3557423eafc1a6c1e967b3242993b5f0521
17371293,0xf7cdb3d96fe65833e8fa2238192528de07ffb874,0.01039790975,0xb92c27cd54a58b00fd4538208225a0266b24b7818981ddaf7d8cfd8f85be03b0
17371411,0x7f8c1877ed0da352f78be4fe4cda58bb804a30df,0.015,0x3601e91889b11f60349b68e54c52e45527ba860c5f95f44a5d82e31f1c457670
17372429,0x07587c046d4d4bd97c2d64edbfab1c1fe28a10e5,0.42,0xe45b3719b0bc24fa51669f100b5c658d4f6a5a82bd8055c1e6ee236950b1aed3
17372604,0x9c35a676536a23942bc2d08adebf41d632d5a1f7,0.01,0xf2bbce9263eef636fe87a258301045d7b565dd613038e90028e5097e275cd824
17371031,0xb09bede138380741ba24699af82e3f22941af056,0.01,0x3cd65ef34374ec70f6c81eb262c4c92f03da953b8be15a59eed3507278148ffa
17372915,0x8d34c6b2a0166988ac9666e926cc720473e1d924,0.01580840217,0xf34f3f3059bcdc2ff2e880ef058e64f243978697aa2498d5d2933f0b0a758444
17371305,0xe28a009f24e0ae35a4fdb79f9f8ad5687d2fecc0,0.01,0xb1b43d722b0237e2b556dc96685c18b7b8d195774ed24749c88b76045ded978b
17368834,0xe72c803aeee909cabe347d10a8c5b041664a59d4,0.0212,0x3561dab2a75b21f28ed5a7e06acfd3ad49cb0cf8dfc5a1d94610be658e71432c
17372052,0x00fb029f0d5e44d3098b425fc9e95b108278feba,0.02610488945,0x58d9cfe29c2ceeaf2ef62878bd7d24033c400fb40574dbbee8121e8d491557c6
17373367,0x178a61498172d59bad609b7ad2469dd555642151,0.1,0xe1fc943bc778cc7c1312e1d272eae40ce698fb62217bb4510d840ff320ba9b72
17371128,0x8dd988e0df6030e28be38cad90e346c422f36a2c,0.03,0xb3c6ac30f8daeb9b5e92cbfce17b12a8e949d5eb2b95dbb7f458ce360d94ff64
17372383,0xb9e5a6cee20be93f1ce53edd1378890397131846,0.125,0x92cc8e21b2b4467e5f47cdcd82f7e2350f6a64fba6a39197e202b153575fa5ff
17369716,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0.00901907,0x0bf44cfc21826b969f60fb8e1aeb9b88f6f828ad2cd3a7d19a8efa2a563e8c7a
17369449,0xe243d34c8b30c8c0845e5ef1f05fc42fecfcf88a,0.03,0x34ca05503ff12446fe30ee6957f6214081d90b7f8dfd5c45387201ba1ac52d3e
17370815,0xc199c9ba1c6a29d66a682cd6e00999f7dcd3671d,0.12,0x53407bab6d93900bddef4ea908239d95e7b479d808e29a8dd0fce24adcd6fe8a
17369317,0x063f271b00519e21fad8132a40c225976736a630,0.02,0x0760916651ad30d3a6a3eda8391d5b2ff9ee16d3d34ae01a06baa20993335dec
17373325,0x70627c9376f78f4e69b12094c2eec4d187433340,0.07,0xa2e763ec4056176e54c2f9d39e46573c61f989018c27b6339f454b8b31470c9e
17372842,0xe185fb57eb77ace5a6ea2b1135e1c157b9b50029,1,0xcbe2b73146eb58f1c52fc3db1fa03ee302094231351b547c7b85b9aedb4f2796
17372471,0x5b67d19123d607f31bc43ccaf14f923fe1e4c897,0.02609395903,0xcb14cd3dcac690a94d56a213de33f25b0dd3be6685e864b1f2ea476f53d1a31f
17373068,0x859b9215bc04b103774085d58d567a945fe107bc,1.1,0xe42d64a7cfb0db739cb9287d82c92e029969370de31006a36e6b14bda6120273
17368646,0xdec111f162838bdc81336f4e01065fe06309075d,0.06,0x1399a4828f7d8f933afcbced86d886a506299c572f8b02d32a8917515719e94b
17375151,0x7f9bb16bb280d93e6e465420fd02d28b3a8fbc5f,0.04,0x9129f0f8137f0df00740edbfbf5be47a002a4dc8063061cf7bec7de5488d7f56
17375164,0x1e1b77ab1669828659ffe513d77de361a2d9eddd,0.01,0x73d8fe80da9378c5cbc89ac1b7b413635c0f2fab264b143f454dd5ce1e8fbc30
17373054,0xd21f5966dfd3043f6694c8d1b624eded7df1c6b9,0.1,0xd50009790a2dccafce48ccdc7ee8751614ccf1a70ccc7ea7f4cdf3f794152ed5
17372570,0x4d09da932d4983bb8d7033c37017ac17dcad36c4,0.01,0x5891b89959ea2ce882e241b8bbd5719f68a2f0d826f00671b5083e7ba08fe75a
17372983,0x451403da8b6705e6b6d48096af9c4827b1c0293b,0.02628618293,0xdf22f77fb6fb24a88bfd57a4580b76db5396868acad79a0448efd708a558eb1e
17374058,0x753208181ac3b22e7b963943b0a610fd6fdc0cc5,0.03,0xc5dca5fa1d679d5d1b25ebb22fa7bfa8feff74c46420cccd17b39640db6861c4
17368894,0xb1831fa1cf631f8689c9c169ce358ca558517404,0.01429,0x49497764933ac981cf7abfd348e8fa34db1d6b43680c3ee1aff904661745f054
17369911,0x8f761eb50c78dbe01a92f9b31a8ee61388a20992,0.105,0x78bb79dcde330e29b98e77b07cb4aa4c83539aa76446ab1c45f4ea9598b4a6b1
17373167,0x1ec5858f161fa17f148626abcfac12381f97d34b,1,0x83f0ade45edc196a379c23c34b079bcff33beac46f43af27a8ba0011e9d9bedf
17369609,0x232b15da3718840fc41de4f892b0719700c5701d,0.01,0x5dc6d93bf051b3f4b5fd6b1f3288adb4bfcc7aca304e682fccd9ef39b3f13e83
17372455,0x2756f32547398a30e6097da74947880259f76db9,0.045,0x71de891c8f1436fb34af218ab96ddd6775590e3b04703244c9d46797ea803142
17373051,0xc89569e139058cda622624fc29897874fc377ab9,0.05,0x66ca6b940c1a96eec6e37a24d57216cd67b83906cb5ba9d91ca6ec5f9c8933ec
17369131,0x8baa538c54b04a262461d9fe109b9f9523627f38,0.06,0xf7f7b0bd3c5affd39b95d04bb33a863f7ab1517ac09b0d7f843d7c5cb207cdb5
17373129,0x9ddb877cd059d8d53bb2ea3dd5afb61d6ba074ee,0.05912963921,0x0c13342b95974b6b20351f49310462d7bdb316e0b6d5c17b4e3dce0bc85de87a
17369360,0xd56fbf89bd7a9c4fcbb4b46e589419b6c45c4253,0.05,0xb3cfc3d39526fd1db9862d3bbcfd46595f082aba29e4dc7d916b1a4cd83663ad
17373277,0x3a35cf1cb43e8a6ea0a29a51e28fbbc76091ccf7,0.03,0x89e8e886561fa0cffc62e394af01420e6d46b2f71938991c1bbef1d4c0a670c8
17374194,0x6b6f718b915d5fdd7ac68480cf17b05a79fb11b9,0.032,0x0c0add9edd78cb8815f58233e126e2cdf91d5823ca9b00ddda7de759a982fbe4
17373022,0x1cdf77fac9ba2dd8ce9dec1cb2e46de1a42c6b14,0.04,0xe6aa61d357633cfde1f2d756e849e746d5550e325e751fcc145a40eaf8223f2c
17373170,0x5021a0e995f068b0bf63ce6a58236abf12859763,0.1,0xd1ee420d3cb13c6ed511005ae211ce1bf84634e3d3a98893e46bc1a3ebb80d97
17372114,0xef984be913c22645bdd7dc1388b3d2b9c5744092,0.05,0xa70bc229805dd05d6e2dd7c25fb280d65e5c535ea7d0a10d53d316ddc0fa6e85
17378492,0x584f6c8992aca479131d3a143a75e3cd71277120,0.04481217,0x1ee27e377d05c08c3df5c6f3bfa5f59477740fb38168185948c98ea9b781f42d
17378672,0x859b9215bc04b103774085d58d567a945fe107bc,4.7107734,0x63fec58b18fe3ff83a1d2db06731c15b6d069e447340808d7c7fe7dc8e0fe85e
17379447,0xfe317641da56cf0a2380d6eefe49ae01cff80774,0.06731087663,0x5f4327af3ee087248360431636a0ed2f87ab74580ba94972aec72606bff60f69
17375465,0x17e968044d7ba28aa901b8db6cb49d2f05f5a132,0.0101,0x57f4deaeabfcc38b55e40cfb16c6963120d9c9fdba84db234444d34ef370c678
17375916,0x4d94bbe68a132ae640e52e515af0f9788e178d48,0.05,0xce50333c8f447730e7b337963d3d378a6cde52df8c2dcf508c088222fbeaa2e3
17379323,0xa5bf174a42d1cadfb9e46a973d9624ed583bf1a9,0.1,0xd35b4300fd3744826ef3331869b44ef7784300b174dcfe7d9eb86f6ba509825e
17380397,0xdeefa324b718b1ea2448b5198e95474d93f81843,0.06,0x2d34a2f51f1881f100660aca17d7b5368e4649d1ea313a5fb8ea9ce231808a73
17375614,0x1419c98e08e30785154bb658b0c59cb09f776d98,5,0x028f3d705f71a0d401dd8c86def8b4f28e0d429dcdfdfb65bbdfa44f9422189c
17375731,0x394dbce362847b07f396c1c65b440de6c81f5dc1,0.02884859992,0x71f8b009b9f8bb74519ed95dfe577b6ca4bb8e6055e830ae26a693e30ff904c6
17375181,0x7f9bb16bb280d93e6e465420fd02d28b3a8fbc5f,0.037,0x900d6c9b1010b53e0bd625a6bdea610e0bcec3bff642f20561898eb50b4038a9
17378452,0x5dcd82bf920f2a12c0efe464310007e1ddfc9794,0.23,0x3aed5a990a6e5ee86b7b2316483998bc143c7d7b0a91092f88ddd65b240c8cf3
17381986,0xfb9fc7d4f836170d159b0448dc97b0cbfc177422,0.2,0x56c11cc738eed51f929665aaa25f5e5cdbd8f9ebd54604c7738046f3d9c06de8
17380717,0x02975d3f90eb8607359372d6c22e3229f98a6837,0.15,0x072f84337755975a72338b349b8d6ae39bb63eb000f6b23d69304e219da74f15
17375732,0x31a1e02edbf479fd7549e593c50640a127ee697f,0.01,0x18f2edf9bbd7bc68108fa9b1e62e1c2b6068c7e462206cabaa4c539e86f8f036
17380530,0x22dc6c3459a253171a33d8c487bc422ff49cbbdc,0.056,0xf08d1c1575ae1900f2ed7f70a77eddb7cac6dc9fafa43b07bcd96787077435cf
17380130,0xeade9e43866e37419a2953c5c25af3478373b648,0.025,0xe2b3c73613b9d93e5a09216a59b219f09660903f7e5d5e15f7d9a5b884e5e65d
17376997,0x16e05cb314a39e3b613057b8ccaac77b05866526,0.05,0xc5cdb81ab7126ffc293a2183ead227e28f45866bdaeef9914346d3318b67551d
17375923,0x74cee25fb00676d1f5c8a1d8e22b1bfffc584f84,0.065,0x6e9a6e613a4fe02401bdd10dd5eb1543824740d2256a9d25302c8b59bb92ffe6
17381310,0xbad8e0e50f7bb88b5efdfe127658c30b1bc9d74d,0.1,0x169869100d23872dbb6aaad2a5a2810bee5caa74e54c6b42e9a88446656e6f22
17379834,0x8df7a63cf23ba665af65b4bd1ef86dba31634ed7,0.02469386,0x93d0e6b2eda7e51cf896ae5b016068b75ca42da64779fe3be4c61a36ac295615
17378751,0x0b1a8321c07c16464c5ab370730d98e91dc14eeb,0.09221,0x5461afb4b65aca83c4043335f6a490731d92b334b28a6d0b083d8ba85eed1827
17375906,0xef173a5a2e962323d9386fa6414cdcb8ed22ff5f,0.012,0x9a8bf81bd57d7eae8351413e829be4d41eb8b542391f68b089021ebd6616898d
17375938,0x4f9b23c8c50c69054f6dab0fa5dcd225ef9dffa8,0.00597451,0xf388d7c05b8efd4290b8a83ee47ac5857499bba727f784103b720c3146841557
17381242,0x4541e8cb2ad1c5987a3682de650f00e8844a84d2,0.107,0x0bfce77ee7329dbe7fea34f8d063fa6c99aa8d5b83a87d513449eeea95b3fc55
17380169,0xc5a31e4509d9bd62408c6c93955d6ac9406a4ba9,0.055,0x46d8e7523754f7eb9afa5b504c20a3dfa2f2528dfb84c4c86876d1b1c8584047
17380256,0x58283cb919f3c8f0cf9f3d690e651ecd0be2c753,0.07,0x2fe560f82c84efced1b53a508d58b70306bea175f9267fb49dfde9ec6b7b1018
17376688,0x5c6901e4fb4eecc3047f3c86a7bed5bf0a9a66c1,0.02,0x620ea4cd36456eb9434c58c2b97a053a204d52268c7e830a1adf784d8d6e449c
17377475,0xf4ee892a14cd5a665dfe46f98293aae38915e9f0,0.01,0x8435ce142ed23969d5d7cebef18e09cbe4a3dc50c27abf144412654de1f3b12e
17387055,0xff8659b029169728f199388847b71c4d5d64b759,0.1,0xccbf5208795f1970d2ac27ff9347025b1baacb16f172724145a8d1a7f9241894
17387556,0xcfe6298379bdef0ed5de209e7559e8b4fe0458ed,4.5,0x58adeda972f5ccdf4cf87d5e4ecbaceea767bcf65873fce0b2d4dc026ac5a92f
17382828,0xc87faf95cfcfb29c108ca2622fde646b82898223,0.12,0xb2c587e070d8d666dbcb0c54c32381f955a711e53ada0ff16ddee46bea8da76b
17383174,0xa1d6ae0d6d7c539fda043bec4eb8c91201071223,0.025,0x3c97def221157bfe6f3ab7dccd98632d20aed0c22c68be43495d7d0229f1509f
17387300,0x80a2a84fc7e04d86495238c13e31c8e926fd11d0,0.05,0x43b35df58efef4376b94a6b9d9b87beca5e790601f7c0a4b274e670093795e3f
17382514,0xdfdac45a51e37e3cdf2fcf0a32b1214c4999ceb1,0.15,0x654d11711f031c0d3328287d53308df6ad8f1746c23c8777c889a9674b244dc1
17387219,0x8e7c2d2eb013d4f9d0d9eb2b9356d632112f67ff,0.075,0x2f3152d0c3c86f9d2f0314dac2d5cd24bd02b2c19e73a99c2b29c30043158bcd
17388470,0xbc8715d49d7598afbb3e2e45dba1e0318ece7b21,3.5,0x12e477e80e6871958d95ef6241ba00c6ca7be2bbb990dd969a6286c2fef98faa
17387745,0xf11e75feaba90414286d398134f6be5167e82317,0.015,0xb9bfb49515050a6826619ef030dcc47c55a32a8495d7c477a445534a03bda356
17383634,0x8dca893fa4639c67fa4d12ab14a0790157d0b315,0.05,0x3503d120b49cf9a717dcbca810341c25cbae2a7aa96c5771bf5162d487149e9f
17382483,0xb433c3decca863b3d2a213a3080eb8c97d1b8917,0.01,0x85c87a71d3342eafbdb7d3e16556226642d15ebc8db978436e14e923348f562f
17386849,0x7e0cdfaa072826b36a243abb8439fce3a954f8ed,0.2671283216,0xae3e143d2f2bde953a5044d4f8473fb09d719976b864ac76e1d096860181020d
17382748,0xc51a5791ccc98ff4b3711a3bbe36a11315c820d5,0.133,0x1e6c1ea71de715ca00fe752b5a6c0a13f55e3e1b755ac5623093fead0a80cbda
17386478,0xf903db0f0aa573de98410a7d9941faa88cf75a7a,0.25,0x784990d38cdd87681a8ab94b17560106602df569dfe94ed0d7aa547329fff53d
17383561,0x1dcbf6a66265d6b2f5968448c94c11af0bd16623,0.055,0x1a2c4a4810674872a407a64c2bff2158dd4f0995f2c4ab5848d099cb0361f532
17386528,0x89518f0ef8dad570bd2e8fb5126d9e724bc456e3,0.052,0x853bb93db38b584b0209204857f0460779ac69e5edd2cfcbf044e318c27835d7
17387483,0x3797f3082892ca4bbd64b7c5f1959df8b2fca54d,0.75,0x7632eb3e9847b511270f74696cd8f22c1ec7ee71fab306506efe8a836658d11b
17387422,0x58002a23380926e743f6e555b080b33c022e4542,0.5323736411,0x4afbf15a4f05c5338c688cb981bd650544b609b888e6ebfe301916297b7ee010
17387602,0xc62dc6992ad92115b248c33312fa1f2d30e0f132,0.2,0x52c1e34869d072d1658ca8c85cfb38f2ffcc86333ae434ac4c52d8a606293108
17387737,0x4d09da932d4983bb8d7033c37017ac17dcad36c4,0.01,0x7f15f90b8bd8dc2afeb338f9c2976c06ba92fca5232ca54cfb4f9f4f50efc74d
17383712,0x576b5bd52c95992c1799544a85d6dc7921f280e1,0.0043,0x672470faf2cbb3fc1e7c701d4242abe6a4f93f1e25ba8fcc6c33729bf66b6e09
17389281,0x3c9bb5cc16fbd6f562920f13ba98290109ed3bc1,0.04778,0xd56e1b93a75130268bafc2a674920011c7258fea3c47fe05d4ca3c07b432d768
17382621,0x7f59e57637d817f30366a87710dfa68fd43da405,0.1,0xa7dd7a042062b5a17ac242af28c58f87899fed41360aaac15a63564e3ea30151
17386696,0x31cc1ea0628e789f4114f4dc0ff5300eeae86b52,0.07,0x148ab98c3f07704c54015f75e3ebfe2d47015a7060a00b93ba416c66a9aa6a1f
17383099,0x561cb224546f9c5a0df2b274d64aa3afbf02d5a2,0.01878196368,0xd9281cd0562e0aa7b3275fead3e3aecf5033372321dec703294b83491fe84bbe
17388235,0x608ddb06f9a30770968d9c64e32959c46639e580,0.02669692318,0x2ac4a6690e7f2451fba4cbc74f95cfa6066a583612659eee3d05d677e74dd580
17385629,0x58002a23380926e743f6e555b080b33c022e4542,0.5372560186,0x3dfd37deceb007fde8d1048b6f110811d1b7b3efb0bc909e529c2ce734b651fe
17383344,0x15e1d980041fb6a4a5449baba4df14a108b4c1f2,0.03,0x2f06fcc82d405699fade55fa852bba2c2b307574b38d771a8e621f57824f8815
17386767,0x7edab50a4832922c81099b2f32eabe619e23b3f9,0.07,0xa5cab6563d98ae6657a2a31dde355e682ae53ebc4e8f19c9180d8e60d07bb70c
17383290,0xf4547d995d0027b5dfe4d27db89179e509ebb719,0.05385522638,0x15a27640de805c96d1ee71f13f6c7b54c698b642c36fcb1651c608de443f2d89
17383023,0xa61db0ca736742c9782e8310bc7b9e7e10b3cf9f,0.1,0x8d005d5cfb1e3b6aebfc94fd98c9f2b5635addb3d23e26444ba58c9bf29ff679
17382567,0x5ede3736487ab34d28781c079d34c1309df951c1,0.1,0xce49334d5bf55935e0e2aba15e1b15655ef1be1bad19d26563c57e8039839ef2
17386704,0xf9932e2e257e53dc8f4b6cd9093bc33a8aec5893,0.05377645129,0x19388d771ba9724221d71c17458e8cf72f43d6204f8d699afdbe359b130c6689
17383764,0x16e05cb314a39e3b613057b8ccaac77b05866526,0.01078,0x0b309455850fe0c24ccf076dd0605a93a96bdca5024531f93d57a5d594355bab
17386792,0xf39b7ab34eab2b4af2060ed8b08f499913b10490,0.02406032762,0xb8a34e36b211123562d4f03c0d1b72c688f8241db1712d7c176bc162202d8b65
17382804,0xcd6be20b20748c3d507001ec48619b892b534839,0.2,0xa771a35d6abc3b77ae8243c6eb8ad84dcf8172550c35f38cf94fc9d0b84d9e9a
17388781,0xea90a6c3e7b1150844d4c2b2345434fa8fa73d78,0.3,0x095f22e7be71a1218f4cbe4855806b70ed2fce59801e9e405b48451fa4b41d77
17387633,0xea4cecce920d80104ae592400debb5c747af0abe,0.05345563984,0x8348523f3ebe6f1d222632bde12e626d0fe6089791c2d242a44eb383a0e2d266
17386488,0x2bb5f2408984a36b95e35b87c6c869f2ebbc6e1e,0.06,0xebbdb22deef9a79495ecf2de412165e00efc9fa56465cea033a01adbf29ad548
